sequencia	referencia	identidade	cobertura
WP_039487229.1	6ed3_C	41	99
WP_039487229.1	6ed3_B	41	99
WP_039487229.1	6ed3_A	41	99
WP_039487229.1	6djv_F	41	99
WP_039487229.1	6djv_E	41	99
WP_039487229.1	6djv_D	41	99
WP_039487229.1	6djv_C	41	99
WP_039487229.1	6djv_B	41	99
WP_039487229.1	6djv_A	41	99
WP_039487229.1	6dju_F	41	99
WP_039487229.1	6dju_E	41	99
WP_039487229.1	6dju_D	41	99
WP_039487229.1	6dju_C	41	99
WP_039487229.1	6dju_B	41	99
WP_039487229.1	6dju_A	41	99
WP_039487229.1	6rn4_F	40	104
WP_039487229.1	6rn4_E	40	104
WP_039487229.1	6rn4_D	40	104
WP_039487229.1	6rn4_C	40	104
WP_039487229.1	6rn4_B	40	104
WP_039487229.1	6rn4_A	40	104
WP_039487229.1	6rn3_F	40	104
WP_039487229.1	6rn3_E	40	104
WP_039487229.1	6rn3_D	40	104
WP_039487229.1	6rn3_C	40	104
WP_039487229.1	6rn3_B	40	104
WP_039487229.1	6rn3_A	40	104
WP_039487229.1	6rn2_F	40	104
WP_039487229.1	6rn2_E	40	104
WP_039487229.1	6rn2_D	40	104
WP_039487229.1	6rn2_C	40	104
WP_039487229.1	6rn2_B	40	104
WP_039487229.1	6rn2_A	40	104
WP_039487229.1	6qs8_F	40	104
WP_039487229.1	6qs8_E	40	104
WP_039487229.1	6qs8_D	40	104
WP_039487229.1	6qs8_C	40	104
WP_039487229.1	6qs8_B	40	104
WP_039487229.1	6qs8_A	40	104
WP_039487229.1	6qs7_F	40	104
WP_039487229.1	6qs7_E	40	104
WP_039487229.1	6qs7_D	40	104
WP_039487229.1	6qs7_C	40	104
WP_039487229.1	6qs7_B	40	104
WP_039487229.1	6qs7_A	40	104
WP_039487229.1	6qs6_F	40	104
WP_039487229.1	6qs6_E	40	104
WP_039487229.1	6qs6_D	40	104
WP_039487229.1	6qs6_C	40	104
WP_039487229.1	6qs6_B	40	104
WP_039487229.1	6qs6_A	40	104
WP_039487229.1	6qs4_F	40	104
WP_039487229.1	6qs4_E	40	104
WP_039487229.1	6qs4_D	40	104
WP_039487229.1	6qs4_C	40	104
WP_039487229.1	6qs4_B	40	104
WP_039487229.1	6qs4_A	40	104
WP_039487229.1	3pxi_C	41	92
WP_039487229.1	3pxi_B	41	92
WP_039487229.1	3pxi_A	41	92
WP_039487229.1	4ciu_A	44	85
WP_039487229.1	6lt4_N	44	73
WP_039487229.1	6lt4_M	44	73
WP_039487229.1	6lt4_L	44	73
WP_039487229.1	6lt4_K	44	73
WP_039487229.1	6lt4_J	44	73
WP_039487229.1	6lt4_I	44	73
WP_039487229.1	6lt4_H	44	73
WP_039487229.1	6lt4_G	44	73
WP_039487229.1	6lt4_F	44	73
WP_039487229.1	6lt4_E	44	73
WP_039487229.1	6lt4_D	44	73
WP_039487229.1	6lt4_C	44	73
WP_039487229.1	6lt4_B	44	73
WP_039487229.1	6lt4_A	44	73
WP_039487229.1	6lsy_N	44	73
WP_039487229.1	6lsy_M	44	73
WP_039487229.1	6lsy_L	44	73
WP_039487229.1	6lsy_K	44	73
WP_039487229.1	6lsy_J	44	73
WP_039487229.1	6lsy_I	44	73
WP_039487229.1	6lsy_H	44	73
WP_039487229.1	6lsy_G	44	73
WP_039487229.1	6lsy_F	44	73
WP_039487229.1	6lsy_E	44	73
WP_039487229.1	6lsy_D	44	73
WP_039487229.1	6lsy_C	44	73
WP_039487229.1	6lsy_B	44	73
WP_039487229.1	6lsy_A	44	73
WP_039487229.1	1r6b_X	37	89
WP_039487229.1	1ksf_X	37	89
WP_039487229.1	6uqo_F	41	70
WP_039487229.1	6uqo_E	41	70
WP_039487229.1	6uqo_D	41	70
WP_039487229.1	6uqo_C	41	70
WP_039487229.1	6uqo_B	41	70
WP_039487229.1	6uqo_A	41	70
WP_039487229.1	6uqe_F	41	70
WP_039487229.1	6uqe_E	41	70
WP_039487229.1	6uqe_D	41	70
WP_039487229.1	6uqe_C	41	70
WP_039487229.1	6uqe_B	41	70
WP_039487229.1	6uqe_A	41	70
WP_039487229.1	6w24_F	37	89
WP_039487229.1	6w24_E	37	89
WP_039487229.1	6w24_D	37	89
WP_039487229.1	6w24_C	37	89
WP_039487229.1	6w24_B	37	89
WP_039487229.1	6w24_A	37	89
WP_039487229.1	6w23_F	37	89
WP_039487229.1	6w23_E	37	89
WP_039487229.1	6w23_D	37	89
WP_039487229.1	6w23_C	37	89
WP_039487229.1	6w23_B	37	89
WP_039487229.1	6w23_A	37	89
WP_039487229.1	6w22_F	37	89
WP_039487229.1	6w22_E	37	89
WP_039487229.1	6w22_D	37	89
WP_039487229.1	6w22_C	37	89
WP_039487229.1	6w22_B	37	89
WP_039487229.1	6w22_A	37	89
WP_039487229.1	6w21_F	37	89
WP_039487229.1	6w21_E	37	89
WP_039487229.1	6w21_D	37	89
WP_039487229.1	6w21_C	37	89
WP_039487229.1	6w21_B	37	89
WP_039487229.1	6w21_A	37	89
WP_039487229.1	6w20_F	37	89
WP_039487229.1	6w20_E	37	89
WP_039487229.1	6w20_D	37	89
WP_039487229.1	6w20_C	37	89
WP_039487229.1	6w20_B	37	89
WP_039487229.1	6w20_A	37	89
WP_039487229.1	6w1z_F	37	89
WP_039487229.1	6w1z_E	37	89
WP_039487229.1	6w1z_D	37	89
WP_039487229.1	6w1z_C	37	89
WP_039487229.1	6w1z_B	37	89
WP_039487229.1	6w1z_A	37	89
WP_039487229.1	5d4w_C	36	106
WP_039487229.1	5d4w_B	36	106
WP_039487229.1	5d4w_A	36	106
WP_039487229.1	7cg3_E	40	86
WP_039487229.1	7cg3_D	40	86
WP_039487229.1	7cg3_C	40	86
WP_039487229.1	7cg3_B	40	86
WP_039487229.1	7cg3_A	40	86
WP_039487229.1	7cg3_F	40	86
WP_039487229.1	5zui_A	40	86
WP_039487229.1	6d00_6	36	101
WP_039487229.1	6d00_5	36	101
WP_039487229.1	6d00_4	36	101
WP_039487229.1	6d00_3	36	101
WP_039487229.1	6d00_2	36	101
WP_039487229.1	6d00_1	36	101
WP_039487229.1	6azy_A	35	101
WP_039487229.1	4lj6_A	51	39
WP_039487229.1	4lj5_A	51	39
WP_039487229.1	4lj4_A	51	39
WP_039487229.1	4lj7_C	51	39
WP_039487229.1	4lj7_B	51	39
WP_039487229.1	4lj7_A	51	39
WP_039487229.1	4lja_A	51	39
WP_039487229.1	4lj9_A	51	39
WP_039487229.1	4lj8_A	51	39
WP_039487229.1	3pxg_F	39	57
WP_039487229.1	3pxg_E	39	57
WP_039487229.1	3pxg_D	39	57
WP_039487229.1	3pxg_C	39	57
WP_039487229.1	3pxg_B	39	57
WP_039487229.1	3pxg_A	39	57
WP_039487229.1	4fcw_F	54	34
WP_039487229.1	4fcw_C	54	34
WP_039487229.1	4fcw_A	54	34
WP_039487229.1	4fcv_C	54	34
WP_039487229.1	4fcv_B	54	34
WP_039487229.1	4fcv_A	54	34
WP_039487229.1	4fd2_D	54	34
WP_039487229.1	4fd2_B	54	34
WP_039487229.1	4fd2_A	54	34
WP_039487229.1	4fct_A	54	34
WP_039487229.1	6og2_A	47	39
WP_039487229.1	6og2_A	40	57
WP_039487229.1	6og2_F	47	39
WP_039487229.1	6og2_F	40	57
WP_039487229.1	6og1_A	47	39
WP_039487229.1	6og1_A	40	57
WP_039487229.1	6og1_F	47	39
WP_039487229.1	6og1_F	40	57
WP_039487229.1	6oay_A	47	39
WP_039487229.1	6oay_A	40	57
WP_039487229.1	6oay_B	47	39
WP_039487229.1	6oay_B	40	57
WP_039487229.1	6oay_D	47	39
WP_039487229.1	6oay_D	40	57
WP_039487229.1	6oay_E	47	39
WP_039487229.1	6oay_E	40	57
WP_039487229.1	6oay_F	47	39
WP_039487229.1	6oay_F	40	57
WP_039487229.1	6oay_C	47	39
WP_039487229.1	6oay_C	40	57
WP_039487229.1	6oax_A	47	39
WP_039487229.1	6oax_A	40	57
WP_039487229.1	6oax_B	47	39
WP_039487229.1	6oax_B	40	57
WP_039487229.1	6oax_D	47	39
WP_039487229.1	6oax_D	40	57
WP_039487229.1	6oax_E	47	39
WP_039487229.1	6oax_E	40	57
WP_039487229.1	6oax_F	47	39
WP_039487229.1	6oax_F	40	57
WP_039487229.1	6oax_C	47	39
WP_039487229.1	6oax_C	40	57
WP_039487229.1	4hse_A	49	38
WP_039487229.1	6emw_o	67	21
WP_039487229.1	6emw_c	67	21
WP_039487229.1	6emw_W	67	21
WP_039487229.1	6emw_Q	67	21
WP_039487229.1	6emw_K	67	21
WP_039487229.1	6emw_E	67	21
WP_039487229.1	6emw_l	55	26
WP_039487229.1	6emw_Z	55	26
WP_039487229.1	6emw_T	55	26
WP_039487229.1	6emw_N	55	26
WP_039487229.1	6emw_H	55	26
WP_039487229.1	6emw_B	55	26
WP_039487229.1	1jbk_A	63	23
WP_039487229.1	5kne_F	39	47
WP_039487229.1	5kne_F	36	38
WP_039487229.1	5kne_E	39	47
WP_039487229.1	5kne_E	36	38
WP_039487229.1	5kne_D	39	47
WP_039487229.1	5kne_D	36	38
WP_039487229.1	5kne_C	39	47
WP_039487229.1	5kne_C	36	38
WP_039487229.1	5kne_B	39	47
WP_039487229.1	5kne_B	36	38
WP_039487229.1	5kne_A	39	47
WP_039487229.1	5kne_A	36	38
WP_039487229.1	6n8z_F	39	47
WP_039487229.1	6n8z_F	36	38
WP_039487229.1	6n8z_E	39	47
WP_039487229.1	6n8z_E	36	38
WP_039487229.1	6n8z_D	39	47
WP_039487229.1	6n8z_D	36	38
WP_039487229.1	6n8z_C	39	47
WP_039487229.1	6n8z_C	36	38
WP_039487229.1	6n8z_B	39	47
WP_039487229.1	6n8z_B	36	38
WP_039487229.1	6n8z_A	39	47
WP_039487229.1	6n8z_A	36	38
WP_039487229.1	6n8v_F	39	47
WP_039487229.1	6n8v_F	36	38
WP_039487229.1	6n8v_E	39	47
WP_039487229.1	6n8v_E	36	38
WP_039487229.1	6n8v_D	39	47
WP_039487229.1	6n8v_D	36	38
WP_039487229.1	6n8v_C	39	47
WP_039487229.1	6n8v_C	36	38
WP_039487229.1	6n8v_B	39	47
WP_039487229.1	6n8v_B	36	38
WP_039487229.1	6n8v_A	39	47
WP_039487229.1	6n8v_A	36	38
WP_039487229.1	6n8t_F	39	47
WP_039487229.1	6n8t_F	36	38
WP_039487229.1	6n8t_E	39	47
WP_039487229.1	6n8t_E	36	38
WP_039487229.1	6n8t_D	39	47
WP_039487229.1	6n8t_D	36	38
WP_039487229.1	6n8t_C	39	47
WP_039487229.1	6n8t_C	36	38
WP_039487229.1	6n8t_B	39	47
WP_039487229.1	6n8t_B	36	38
WP_039487229.1	6n8t_A	39	47
WP_039487229.1	6n8t_A	36	38
WP_039487229.1	5vya_F	39	47
WP_039487229.1	5vya_F	36	38
WP_039487229.1	5vya_E	39	47
WP_039487229.1	5vya_E	36	38
WP_039487229.1	5vya_D	39	47
WP_039487229.1	5vya_D	36	38
WP_039487229.1	5vya_C	39	47
WP_039487229.1	5vya_C	36	38
WP_039487229.1	5vya_B	39	47
WP_039487229.1	5vya_B	36	38
WP_039487229.1	5vya_A	39	47
WP_039487229.1	5vya_A	36	38
WP_039487229.1	5vy9_F	39	47
WP_039487229.1	5vy9_F	36	38
WP_039487229.1	5vy9_E	39	47
WP_039487229.1	5vy9_E	36	38
WP_039487229.1	5vy9_D	39	47
WP_039487229.1	5vy9_D	36	38
WP_039487229.1	5vy9_C	39	47
WP_039487229.1	5vy9_C	36	38
WP_039487229.1	5vy9_B	39	47
WP_039487229.1	5vy9_B	36	38
WP_039487229.1	5vy9_A	39	47
WP_039487229.1	5vy9_A	36	38
WP_039487229.1	5vy8_F	39	47
WP_039487229.1	5vy8_F	36	38
WP_039487229.1	5vy8_E	39	47
WP_039487229.1	5vy8_E	36	38
WP_039487229.1	5vy8_D	39	47
WP_039487229.1	5vy8_D	36	38
WP_039487229.1	5vy8_C	39	47
WP_039487229.1	5vy8_C	36	38
WP_039487229.1	5vy8_B	39	47
WP_039487229.1	5vy8_B	36	38
WP_039487229.1	5vy8_A	39	47
WP_039487229.1	5vy8_A	36	38
WP_039487229.1	5vjh_F	39	47
WP_039487229.1	5vjh_F	36	38
WP_039487229.1	5vjh_E	39	47
WP_039487229.1	5vjh_E	36	38
WP_039487229.1	5vjh_D	39	47
WP_039487229.1	5vjh_D	36	38
WP_039487229.1	5vjh_C	39	47
WP_039487229.1	5vjh_C	36	38
WP_039487229.1	5vjh_B	39	47
WP_039487229.1	5vjh_B	36	38
WP_039487229.1	5vjh_A	39	47
WP_039487229.1	5vjh_A	36	38
WP_039487229.1	6ahf_F	39	47
WP_039487229.1	6ahf_F	37	38
WP_039487229.1	6ahf_E	39	47
WP_039487229.1	6ahf_E	37	38
WP_039487229.1	6ahf_D	39	47
WP_039487229.1	6ahf_D	37	38
WP_039487229.1	6ahf_C	39	47
WP_039487229.1	6ahf_C	37	38
WP_039487229.1	6ahf_B	39	47
WP_039487229.1	6ahf_B	37	38
WP_039487229.1	6ahf_A	39	47
WP_039487229.1	6ahf_A	37	38
WP_039487229.1	2p65_A	61	22
WP_039487229.1	6e11_6	39	41
WP_039487229.1	6e11_6	36	47
WP_039487229.1	6e11_5	39	41
WP_039487229.1	6e11_5	36	47
WP_039487229.1	6e11_4	39	41
WP_039487229.1	6e11_4	36	47
WP_039487229.1	6e11_3	39	41
WP_039487229.1	6e11_3	36	47
WP_039487229.1	6e11_2	39	41
WP_039487229.1	6e11_2	36	47
WP_039487229.1	6e11_1	39	41
WP_039487229.1	6e11_1	36	47
WP_039487229.1	6e10_6	39	41
WP_039487229.1	6e10_6	36	47
WP_039487229.1	6e10_5	39	41
WP_039487229.1	6e10_5	36	47
WP_039487229.1	6e10_4	39	41
WP_039487229.1	6e10_4	36	47
WP_039487229.1	6e10_3	39	41
WP_039487229.1	6e10_3	36	47
WP_039487229.1	6e10_2	39	41
WP_039487229.1	6e10_2	36	47
WP_039487229.1	6e10_1	39	41
WP_039487229.1	6e10_1	36	47
WP_039487229.1	5wbw_D	39	41
WP_039487229.1	5wbw_B	39	41
WP_039487229.1	5wbw_A	39	41
WP_039487229.1	6amn_A	39	41
WP_039487229.1	6emw_n	29	17
WP_039487229.1	6emw_b	29	17
WP_039487229.1	6emw_V	29	17
WP_039487229.1	6emw_P	29	17
WP_039487229.1	6emw_J	29	17
WP_039487229.1	6emw_D	29	17
WP_039487229.1	6ucr_A	31	16
WP_039487229.1	3wdb_A	31	16
WP_039487229.1	3wdc_A	31	16
WP_039487229.1	7aa4_A	31	16
WP_039487229.1	3wde_A	31	16
WP_039487229.1	6pbs_T	31	16
WP_039487229.1	6pbs_O	31	16
WP_039487229.1	6pbs_M	31	16
WP_039487229.1	6pbs_K	31	16
WP_039487229.1	6pbs_G	31	16
WP_039487229.1	6pbs_B	31	16
WP_039487229.1	6pbs_e	31	16
WP_039487229.1	6pbs_Y	31	16
WP_039487229.1	6pbs_W	31	16
WP_039487229.1	6pbs_C	31	16
WP_039487229.1	6pbs_I	31	16
WP_039487229.1	6pbs_A	31	16
WP_039487229.1	6pbq_A	31	16
WP_039487229.1	6pba_A	31	16
WP_039487229.1	6cn8_A	31	16
WP_039487229.1	3wdd_A	31	16
WP_039487229.1	3fh2_A	28	16
WP_039487229.1	6emw_k	35	9
WP_039487229.1	6emw_Y	35	9
WP_039487229.1	6emw_S	35	9
WP_039487229.1	6emw_M	35	9
WP_039487229.1	6emw_G	35	9
WP_039487229.1	6emw_A	35	9
WP_039487229.1	3fes_D	30	12
WP_039487229.1	3fes_C	30	12
WP_039487229.1	3fes_B	30	12
WP_039487229.1	3fes_A	30	12
WP_039487229.1	4lgm_A	26	20
WP_039487229.1	2y1r_H	28	16
WP_039487229.1	2y1r_G	28	16
WP_039487229.1	2y1r_F	28	16
WP_039487229.1	2y1r_E	28	16
WP_039487229.1	2y1r_D	28	16
WP_039487229.1	2y1r_C	28	16
WP_039487229.1	2y1r_B	28	16
WP_039487229.1	2y1r_A	28	16
WP_039487229.1	5hbn_A	28	16
WP_039487229.1	2k77_A	28	16
WP_039487229.1	4p15_A	30	13
WP_039487229.1	6i27_A	30	12
WP_039487229.1	6i26_A	30	12
WP_039487229.1	6hyp_A	30	12
WP_039487229.1	6hyp_A	30	11
WP_039487229.1	6hz9_L	26	20
WP_039487229.1	6hz9_L	46	3
WP_039487229.1	6hz9_K	26	20
WP_039487229.1	6hz9_K	46	3
WP_039487229.1	6hz9_J	26	20
WP_039487229.1	6hz9_J	46	3
WP_039487229.1	6hz9_I	26	20
WP_039487229.1	6hz9_I	46	3
WP_039487229.1	6hz9_H	26	20
WP_039487229.1	6hz9_H	46	3
WP_039487229.1	6hz9_G	26	20
WP_039487229.1	6hz9_G	46	3
WP_039487229.1	6hz9_F	26	20
WP_039487229.1	6hz9_F	46	3
WP_039487229.1	6hz9_E	26	20
WP_039487229.1	6hz9_E	46	3
WP_039487229.1	6hz9_D	26	20
WP_039487229.1	6hz9_D	46	3
WP_039487229.1	6hz9_C	26	20
WP_039487229.1	6hz9_C	46	3
WP_039487229.1	6hz9_B	26	20
WP_039487229.1	6hz9_B	46	3
WP_039487229.1	6hz9_A	26	20
WP_039487229.1	6hz9_A	46	3
WP_039487229.1	6hz8_L	26	20
WP_039487229.1	6hz8_L	46	3
WP_039487229.1	6hz8_K	26	20
WP_039487229.1	6hz8_K	46	3
WP_039487229.1	6hz8_J	26	20
WP_039487229.1	6hz8_J	46	3
WP_039487229.1	6hz8_I	26	20
WP_039487229.1	6hz8_I	46	3
WP_039487229.1	6hz8_H	26	20
WP_039487229.1	6hz8_H	46	3
WP_039487229.1	6hz8_G	26	20
WP_039487229.1	6hz8_G	46	3
WP_039487229.1	6hz8_F	26	20
WP_039487229.1	6hz8_F	46	3
WP_039487229.1	6hz8_E	26	20
WP_039487229.1	6hz8_E	46	3
WP_039487229.1	6hz8_D	26	20
WP_039487229.1	6hz8_D	46	3
WP_039487229.1	6hz8_C	26	20
WP_039487229.1	6hz8_C	46	3
WP_039487229.1	6hz8_B	26	20
WP_039487229.1	6hz8_B	46	3
WP_039487229.1	6hz8_A	26	20
WP_039487229.1	6hz8_A	46	3
WP_039487229.1	6hz7_L	26	20
WP_039487229.1	6hz7_L	46	3
WP_039487229.1	6hz7_K	26	20
WP_039487229.1	6hz7_K	46	3
WP_039487229.1	6hz7_J	26	20
WP_039487229.1	6hz7_J	46	3
WP_039487229.1	6hz7_I	26	20
WP_039487229.1	6hz7_I	46	3
WP_039487229.1	6hz7_H	26	20
WP_039487229.1	6hz7_H	46	3
WP_039487229.1	6hz7_G	26	20
WP_039487229.1	6hz7_G	46	3
WP_039487229.1	6hz7_F	26	20
WP_039487229.1	6hz7_F	46	3
WP_039487229.1	6hz7_E	26	20
WP_039487229.1	6hz7_E	46	3
WP_039487229.1	6hz7_D	26	20
WP_039487229.1	6hz7_D	46	3
WP_039487229.1	6hz7_C	26	20
WP_039487229.1	6hz7_C	46	3
WP_039487229.1	6hz7_B	26	20
WP_039487229.1	6hz7_B	46	3
WP_039487229.1	6hz7_A	26	20
WP_039487229.1	6hz7_A	46	3
WP_039487229.1	6hz6_L	26	20
WP_039487229.1	6hz6_L	46	3
WP_039487229.1	6hz6_K	26	20
WP_039487229.1	6hz6_K	46	3
WP_039487229.1	6hz6_J	26	20
WP_039487229.1	6hz6_J	46	3
WP_039487229.1	6hz6_I	26	20
WP_039487229.1	6hz6_I	46	3
WP_010882267.1	1y07_D	100	99
WP_010882267.1	1y07_C	100	99
WP_010882267.1	1y07_B	100	99
WP_010882267.1	1y07_A	100	99
WP_010882267.1	2ji1_D	41	77
WP_010882267.1	2ji1_C	41	77
WP_010882267.1	2ji1_B	41	77
WP_010882267.1	2ji1_A	41	77
WP_010882267.1	2ji3_D	41	77
WP_010882267.1	2ji3_C	41	77
WP_010882267.1	2ji3_B	41	77
WP_010882267.1	2ji3_A	41	77
WP_010882267.1	2ji2_D	41	77
WP_010882267.1	2ji2_C	41	77
WP_010882267.1	2ji2_B	41	77
WP_010882267.1	2ji2_A	41	77
WP_010882267.1	1vzi_B	40	77
WP_010882267.1	1vzi_A	40	77
WP_010882267.1	1vzh_B	40	77
WP_010882267.1	1vzh_A	40	77
WP_010882267.1	1vzg_B	40	77
WP_010882267.1	1vzg_A	40	77
WP_010882267.1	1dfx_A	38	79
WP_010882267.1	4bgl_D	35	88
WP_010882267.1	4bgl_C	35	88
WP_010882267.1	4bgl_B	35	88
WP_010882267.1	4bgl_A	35	88
WP_010882267.1	4bff_P	35	88
WP_010882267.1	4bff_O	35	88
WP_010882267.1	4bff_N	35	88
WP_010882267.1	4bff_M	35	88
WP_010882267.1	4bff_L	35	88
WP_010882267.1	4bff_K	35	88
WP_010882267.1	4bff_J	35	88
WP_010882267.1	4bff_I	35	88
WP_010882267.1	4bff_H	35	88
WP_010882267.1	4bff_G	35	88
WP_010882267.1	4bff_F	35	88
WP_010882267.1	4bff_E	35	88
WP_010882267.1	4bff_D	35	88
WP_010882267.1	4bff_C	35	88
WP_010882267.1	4bff_B	35	88
WP_010882267.1	4bff_A	35	88
WP_010882267.1	4c4u_P	35	88
WP_010882267.1	4c4u_O	35	88
WP_010882267.1	4c4u_N	35	88
WP_010882267.1	4c4u_M	35	88
WP_010882267.1	4c4u_L	35	88
WP_010882267.1	4c4u_K	35	88
WP_010882267.1	4c4u_J	35	88
WP_010882267.1	4c4u_I	35	88
WP_010882267.1	4c4u_H	35	88
WP_010882267.1	4c4u_G	35	88
WP_010882267.1	4c4u_F	35	88
WP_010882267.1	4c4u_E	35	88
WP_010882267.1	4c4u_D	35	88
WP_010882267.1	4c4u_C	35	88
WP_010882267.1	4c4u_B	35	88
WP_010882267.1	4c4u_A	35	88
WP_010882267.1	4bfk_D	35	88
WP_010882267.1	4bfk_C	35	88
WP_010882267.1	4bfk_B	35	88
WP_010882267.1	4bfk_A	35	88
WP_010882267.1	4c4b_B	35	88
WP_010882267.1	4c4b_A	35	88
WP_010882267.1	4bfj_B	35	88
WP_010882267.1	4bfj_A	35	88
WP_010882267.1	2hvb_D	35	78
WP_010882267.1	2hvb_C	35	78
WP_010882267.1	2hvb_B	35	78
WP_010882267.1	2hvb_A	35	78
WP_010882267.1	4d7p_A	33	73
WP_010882267.1	4brj_A	30	79
WP_010882267.1	4bk8_A	29	79
WP_010882267.1	4brv_D	32	59
WP_010882267.1	4brv_C	32	59
WP_010882267.1	4brv_B	32	59
WP_010882267.1	4brv_A	32	59
WP_010882267.1	1dqk_D	29	85
WP_010882267.1	1dqk_C	29	85
WP_010882267.1	1dqk_B	29	85
WP_010882267.1	1dqk_A	29	85
WP_010882267.1	1dqi_D	29	85
WP_010882267.1	1dqi_C	29	85
WP_010882267.1	1dqi_B	29	85
WP_010882267.1	1dqi_A	29	85
WP_010882267.1	1do6_B	29	85
WP_010882267.1	1do6_A	29	85
WP_010882267.1	6gq8_D	28	74
WP_010882267.1	6gq8_C	28	74
WP_010882267.1	6gq8_B	28	74
WP_010882267.1	6gq8_A	28	74
WP_010882267.1	4bv1_D	28	74
WP_010882267.1	4bv1_C	28	74
WP_010882267.1	4bv1_B	28	74
WP_010882267.1	4bv1_A	28	74
WP_010882267.1	3qzb_A	26	89
WP_010882267.1	2amu_A	26	89
WP_010882267.1	4ern_A	39	28
WP_010882267.1	5of4_A	42	26
WP_010882267.1	6nmi_A	42	26
WP_010882267.1	7nw0_7	42	26
WP_010882267.1	7nvz_7	42	26
WP_010882267.1	7nvy_7	42	26
WP_010882267.1	7nvx_7	42	26
WP_010882267.1	7nvw_7	42	26
WP_010882267.1	7nvv_7	42	26
WP_010882267.1	7nvr_7	42	26
WP_010882267.1	7lbm_W	42	26
WP_010882267.1	7enc_6	42	26
WP_010882267.1	7ena_6	42	26
WP_010882267.1	7egc_6	42	26
WP_010882267.1	7egb_6	42	26
WP_010882267.1	7ad8_A	42	26
WP_010882267.1	6ro4_A	42	26
WP_010882267.1	6o9m_7	42	26
WP_010882267.1	6o9l_7	42	26
WP_010882267.1	5iy9_V	42	26
WP_010882267.1	5iy8_V	42	26
WP_010882267.1	5iy7_V	42	26
WP_010882267.1	5iy6_V	42	26
WP_010882267.1	5ivw_V	42	26
WP_010881758.1	6det_A	26	90
WP_010881758.1	2q2c_D	25	75
WP_010881758.1	2q2c_C	25	75
WP_010881758.1	2q2c_B	25	75
WP_010881758.1	2q2c_A	25	75
WP_010881758.1	2q2a_D	25	75
WP_010881758.1	2q2a_C	25	75
WP_010881758.1	2q2a_B	25	75
WP_010881758.1	2q2a_A	25	75
WP_010881758.1	2pvu_A	25	75
WP_010881758.1	4zv2_A	24	82
WP_010881758.1	4zv1_A	24	82
WP_010881758.1	3hv1_B	23	76
WP_010881758.1	3hv1_A	23	76
WP_010881758.1	4ohn_A	22	76
WP_010881758.1	6svf_A	24	82
WP_010881758.1	4psh_B	24	82
WP_010881758.1	4psh_A	24	82
WP_010881758.1	4prs_B	24	82
WP_010881758.1	4prs_A	24	82
WP_010881758.1	2v25_B	23	85
WP_010881758.1	2v25_A	23	85
WP_010881758.1	2y7i_B	22	72
WP_010881758.1	2y7i_A	22	72
WP_010881758.1	5t0w_D	21	84
WP_010881758.1	5t0w_C	21	84
WP_010881758.1	5t0w_B	21	84
WP_010881758.1	5t0w_A	21	84
WP_010881758.1	5tuj_C	21	84
WP_010881758.1	3kzg_D	22	80
WP_010881758.1	3kzg_C	22	80
WP_010881758.1	3kzg_B	22	80
WP_010881758.1	3kzg_A	22	80
WP_010881758.1	3zsf_H	22	73
WP_010881758.1	3zsf_G	22	73
WP_010881758.1	3zsf_F	22	73
WP_010881758.1	3zsf_E	22	73
WP_010881758.1	3zsf_D	22	73
WP_010881758.1	3zsf_C	22	73
WP_010881758.1	3zsf_B	22	73
WP_010881758.1	3zsf_A	22	73
WP_010881758.1	2yln_A	22	73
WP_010881758.1	6ggv_B	25	65
WP_010881758.1	6ggv_A	25	65
WP_010881758.1	6ggp_A	25	65
WP_010881758.1	4kpt_B	25	58
WP_010881758.1	4kpt_A	25	58
WP_010881758.1	4la9_B	25	58
WP_010881758.1	4la9_A	25	58
WP_010881758.1	3vvf_B	25	72
WP_010881758.1	3vvf_A	25	72
WP_010881758.1	3vve_B	25	72
WP_010881758.1	3vve_A	25	72
WP_010881758.1	3vvd_B	25	72
WP_010881758.1	3vvd_A	25	72
WP_010881758.1	3vv5_B	25	72
WP_010881758.1	3vv5_A	25	72
WP_010881758.1	1wdn_A	21	72
WP_010881758.1	1ggg_B	21	72
WP_010881758.1	1ggg_A	21	72
WP_010881758.1	4eq9_A	22	76
WP_010881758.1	6fxg_C	26	46
WP_010881758.1	6fxg_B	26	46
WP_010881758.1	6fxg_A	26	46
WP_010881758.1	6h20_A	22	90
WP_010881758.1	6h1u_A	22	90
WP_010881758.1	6h2t_A	22	90
WP_010881758.1	6h30_B	26	46
WP_010881758.1	6h30_A	26	46
WP_010881758.1	6q3u_A	25	65
WP_010881758.1	2iee_B	25	72
WP_010881758.1	2iee_A	25	72
WP_010881758.1	4oen_B	24	68
WP_010881758.1	4oen_A	24	68
WP_010881758.1	4ymx_B	21	72
WP_010881758.1	4ymx_A	21	72
WP_010881758.1	3h7m_A	23	71
WP_010881758.1	7a99_B	26	33
WP_010881758.1	7a99_A	26	33
WP_010881758.1	4c0r_B	22	74
WP_010881758.1	4c0r_A	22	74
WP_010881758.1	4f3p_B	21	72
WP_010881758.1	4f3p_A	21	72
WP_010881758.1	6y16_B	25	33
WP_010881758.1	6y16_A	25	33
WP_010881758.1	6gpd_B	25	33
WP_010881758.1	6gpd_A	25	33
WP_010881758.1	6gpc_B	25	33
WP_010881758.1	6gpc_A	25	33
WP_010881758.1	3tql_A	20	75
